Field,FieldRef,FieldSize,Action,Date,Category,Type,Description,Crop,Operator,Area_Hctrs,QtyPerHctr,CostPerHctr,TotalQty,UoM,Total,Comment,Weather,WindSpeed,TimeIn,TimeOut,GrowthStage
Large Marsh (Part B),#3477,3.12,Yara Prilled 34.5% del Nov 2016,04/05/2017,Fertilizers,Fertilizers,Yara Prilled 34.5% del Nov 2016,,Sean Lewis,3.12,260.00,47.32,811.20,Kgs,147.64,,,,,,
First Foxhole,SJ7120 4205,2.12,Ring Roll,05/05/2017,Events/Actions,Arable Physical Actions,Ring Roll,,Sean Lewis,1.00,1.00,0.00,1.00,Hctr,0.00,,,,,,
First Foxhole,SJ7120 4205,2.12,Kelim,05/05/2017,Seeds,Spring Barley,Kelim,,Sean Lewis,1.00,100.00,0.00,100.00,Kgs,0.00,Free of charge,,,,,
Fernhill Pit,SJ76237 22844,16.16,TSP 0N 46P 0K (del June 2016),07/05/2017,Fertilizers,Fertilizers,TSP 0N 46P 0K (del June 2016),,Chris Ruffley,16.16,120.00,30.72,1939.20,Kgs,496.44,,,,,,
Fernill Bridge,SJ75695 22407,5.6,TSP 0N 46P 0K (del June 2016),07/05/2017,Fertilizers,Fertilizers,TSP 0N 46P 0K (del June 2016),,Chris Ruffley,5.60,120.00,30.72,672.00,Kgs,172.03,,,,,,
Fernhill Pit,SJ76237 22844,16.16,LG30 179 - 2017 Mesurol,07/05/2017,Seeds,Maize,LG30 179 - 2017 Mesurol,,Chris Ruffley,16.16,2.07,169.74,33.45,Pack,2742.98,,,,,,
Fernill Bridge,SJ75695 22407,5.6,LG30 179 - 2017 Mesurol,07/05/2017,Seeds,Maize,LG30 179 - 2017 Mesurol,,Chris Ruffley,5.60,2.07,169.74,11.59,Pack,950.54,,,,,,
Fernhill Pit,SJ76237 22844,16.16,Stomp Aqua pendimethalin,08/05/2017,Chemicals,Herbicide,Stomp Aqua pendimethalin,,Sean Lewis,16.16,2.76,19.63,44.55,Litres,317.22,,Clear,0.4,16:00,18:05,
Fernill Bridge,SJ75695 22407,5.6,Stomp Aqua pendimethalin,08/05/2017,Chemicals,Herbicide,Stomp Aqua pendimethalin,,Sean Lewis,5.60,2.76,19.63,15.44,Litres,109.93,,Clear,0.4,16:00,18:05,16
Buttery Hill (A),#8502,10.92,Stomp Aqua pendimethalin,08/05/2017,Chemicals,Herbicide,Stomp Aqua pendimethalin,,Sean Lewis,10.92,2.75,19.56,30.00,Litres,213.58,,Clear,0.4,14:11,14:51,
Adney Middle Field (Pt A),#3548,3.36,Prosaro Prothioconazale+Tebuco,08/05/2017,Chemicals,Fungicides,Prosaro Prothioconazale+Tebuco,,Sean Lewis,3.36,0.20,7.03,0.68,Litres,23.61,,Clear,0.4,11:24,11:55,49
Adney Middle Field (Pt A),#3548,3.36,Justice proquinazid,08/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,3.36,0.13,8.75,0.42,Litres,29.40,,Clear,0.4,11:24,11:55,49
Adney Middle Field (Pt A),#3548,3.36,Proline 275,08/05/2017,Chemicals,Fungicides,Proline 275,,Sean Lewis,3.36,0.34,15.34,1.13,Litres,51.54,,Clear,0.4,11:24,11:55,49
Adney Middle Field (Pt A),#3548,3.36,Alteril Excel 720 chlorothalonil,08/05/2017,Chemicals,Fungicides,Alteril Excel 720 chlorothalonil,,Sean Lewis,3.36,0.67,4.37,2.26,Litres,14.68,,Clear,0.4,11:24,11:55,49
Adney Loaders (Split A),#5964,4.18,Prosaro Prothioconazale+Tebuco,08/05/2017,Chemicals,Fungicides,Prosaro Prothioconazale+Tebuco,,Sean Lewis,4.18,0.20,7.02,0.84,Litres,29.35,,Clear,0.4,11:24,11:55,49
Adney Loaders (Split A),#5964,4.18,Justice proquinazid,08/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,4.18,0.13,8.76,0.52,Litres,36.61,,Clear,0.4,11:24,11:55,49
Adney Loaders (Split A),#5964,4.18,Proline 275,08/05/2017,Chemicals,Fungicides,Proline 275,,Sean Lewis,4.18,0.34,15.33,1.40,Litres,64.09,,Clear,0.4,11:24,11:55,49
Adney Loaders (Split A),#5964,4.18,Alteril Excel 720 chlorothalonil,08/05/2017,Chemicals,Fungicides,Alteril Excel 720 chlorothalonil,,Sean Lewis,4.18,0.67,4.37,2.81,Litres,18.26,,Clear,0.4,11:24,11:55,49
Teal Pit,SJ6719 7888,5.57,Yara Prilled 34.5% del Nov 2016,09/05/2017,Fertilizers,Fertilizers,Yara Prilled 34.5% del Nov 2016,,Sean Lewis,5.57,261.00,47.50,1453.77,Kgs,264.59,,,,,,
Back Lane,SJ6720 6806,4.06,Yara Prilled 34.5% del Nov 2016,09/05/2017,Fertilizers,Fertilizers,Yara Prilled 34.5% del Nov 2016,,Sean Lewis,4.06,261.00,47.50,1059.66,Kgs,192.86,,,,,,
"Bayley Hills N (A) ",#1978,19.12,Yara Prilled 34.5% del Nov 2016,09/05/2017,Fertilizers,Fertilizers,Yara Prilled 34.5% del Nov 2016,,Sean Lewis,19.12,113.00,20.57,2160.56,Kgs,393.22,,,,,,
Adney Brookside (Split A),#5956,3.9,Yara Prilled 34.5% del Nov 2016,09/05/2017,Fertilizers,Fertilizers,Yara Prilled 34.5% del Nov 2016,,Sean Lewis,3.73,333.00,60.61,1242.09,Kgs,226.06,,,,,,
Large Pitt,SJ7119 9756,3.91,TSP 0N 46P 0K (del June 2016),10/05/2017,Fertilizers,Fertilizers,TSP 0N 46P 0K (del June 2016),,Chris Ruffley,3.91,115.00,29.44,449.65,Kgs,115.11,,,,,,
Large Pitt,SJ7119 9756,3.91,Rodriguez 2017 Mesurol,10/05/2017,Seeds,Maize,Rodriguez 2017 Mesurol,,Chris Ruffley,3.91,2.07,158.36,8.09,Pack,619.19,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Rodriguez (Mesurol),10/05/2017,Seeds,Maize,Rodriguez (Mesurol),,Chris Ruffley,6.50,2.07,158.36,13.46,Pack,1029.31,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,TSP 0N 46P 0K (del June 2016),10/05/2017,Fertilizers,Fertilizers,TSP 0N 46P 0K (del June 2016),,Chris Ruffley,6.50,115.00,29.44,747.50,Kgs,191.36,,,,,,
Hospital Steeraway,7520,7.13,Prosaro Prothioconazale+Tebuco,11/05/2017,Chemicals,Fungicides,Prosaro Prothioconazale+Tebuco,,Sean Lewis,7.13,0.64,22.25,4.56,Litres,158.66,,Clear,0.4,09:00,10:30,49
Large Pitt,SJ7119 9756,3.91,Roundup Flex glyphosate,11/05/2017,Chemicals,Herbicide,Roundup Flex glyphosate,,Sean Lewis,3.91,3.00,18.00,11.73,Litres,70.38,,Overcast,0.4,15:18,15:26,
Hinks,SJ7016 5869,1.93,Roundup Flex glyphosate,11/05/2017,Chemicals,Herbicide,Roundup Flex glyphosate,,Sean Lewis,2.39,3.00,18.00,7.17,Litres,43.02,,Overcast,0.5,15:18,15:26,
Hospital Steeraway,7520,7.13,Alteril Excel 720 chlorothalonil,11/05/2017,Chemicals,Fungicides,Alteril Excel 720 chlorothalonil,,Sean Lewis,7.13,0.64,4.16,4.56,Litres,29.66,,Clear,0.4,09:00,10:30,49
Hinks,SJ7016 5869,1.93,Glory 2017 Mesurol + Thiram + Maxim,11/05/2017,Seeds,Maize,Glory 2017 Mesurol + Thiram + Maxim,,Chris Ruffley,2.39,2.07,161.45,4.95,Pack,385.87,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Roundup Flex glyphosate,11/05/2017,Chemicals,Herbicide,Roundup Flex glyphosate,,Sean Lewis,6.50,3.00,18.00,19.50,Litres,117.00,,Overcast,0.4,15:18,15:26,
Near Cot Leasow (Part A),#5999,4.79,Roundup Flex glyphosate,11/05/2017,Chemicals,Herbicide,Roundup Flex glyphosate,,Sean Lewis,4.79,3.00,18.00,14.37,Litres,86.22,,Overcast,0.4,15:18,15:26,
Near Cot Leasow (Part A),#5999,4.79,TSP 0N 46P 0K (del June 2016),11/05/2017,Fertilizers,Fertilizers,TSP 0N 46P 0K (del June 2016),,Chris Ruffley,4.79,125.00,32.00,598.75,Kgs,153.28,,,,,,
Near Cot Leasow (Part A),#5999,4.79,Glory 2017 Mesurol + Thiram + Maxim,11/05/2017,Seeds,Maize,Glory 2017 Mesurol + Thiram + Maxim,,Chris Ruffley,4.79,0.43,33.71,2.07,Pack,161.46,,,,,,
Opposite Rhodes (Part A) Huntington,#3301,8.5,Prosaro Prothioconazale+Tebuco,11/05/2017,Chemicals,Fungicides,Prosaro Prothioconazale+Tebuco,,Sean Lewis,8.50,0.64,22.25,5.44,Litres,189.15,,Clear,0.4,09:00,10:30,49
Opposite Rhodes (Part A) Huntington,#3301,8.5,Alteril Excel 720 chlorothalonil,11/05/2017,Chemicals,Fungicides,Alteril Excel 720 chlorothalonil,,Sean Lewis,8.50,0.64,4.16,5.44,Litres,35.36,,Clear,0.4,09:00,10:30,49
Wellington Road (Part A) Huntington,#3291,4.84,Prosaro Prothioconazale+Tebuco,11/05/2017,Chemicals,Fungicides,Prosaro Prothioconazale+Tebuco,,Sean Lewis,4.84,0.64,22.26,3.10,Litres,107.72,,Clear,0.4,09:00,10:30,49
Wellington Road (Part A) Huntington,#3291,4.84,Alteril Excel 720 chlorothalonil,11/05/2017,Chemicals,Fungicides,Alteril Excel 720 chlorothalonil,,Sean Lewis,4.84,0.64,4.16,3.10,Litres,20.14,,Clear,0.4,09:00,10:30,49
Back of Pub (Part A) Huntington,#3289,3.28,Prosaro Prothioconazale+Tebuco,11/05/2017,Chemicals,Fungicides,Prosaro Prothioconazale+Tebuco,,Sean Lewis,2.97,0.64,22.26,1.90,Litres,66.10,,Clear,0.4,09:00,10:30,49
Back of Pub (Part A) Huntington,#3289,3.28,Alteril Excel 720 chlorothalonil,11/05/2017,Chemicals,Fungicides,Alteril Excel 720 chlorothalonil,,Sean Lewis,2.97,0.64,4.16,1.90,Litres,12.36,,Clear,0.4,09:00,10:30,49
Upper New Works Steeraway,SJ6600,13.99,Yara Prilled 34.5% del Nov 2016,12/05/2017,Fertilizers,Fertilizers,Yara Prilled 34.5% del Nov 2016,,Sean Lewis,13.99,219.00,39.86,3063.81,Kgs,557.61,,,,,,
Lower New Works Steeraway,SJ6550,4.11,Yara Prilled 34.5% del Nov 2016,12/05/2017,Fertilizers,Fertilizers,Yara Prilled 34.5% del Nov 2016,,Sean Lewis,4.11,219.00,39.86,900.09,Kgs,163.82,,,,,,
Heaford Meadow (Part B),#3474,0.33,Topped,17/05/2017,Events/Actions,Arable Physical Actions,Topped,,Sean Lewis,0.33,0.00,0.00,0.00,Hctr,0.00,,,,,,
Upperwood Leasow (Split B),#5972,0.5,Topped,17/05/2017,Events/Actions,Arable Physical Actions,Topped,,Sean Lewis,0.50,0.00,0.00,0.00,Hctr,0.00,,,,,,
Black Britch (Split D),#5969,0.36,Topped,17/05/2017,Events/Actions,Arable Physical Actions,Topped,,Sean Lewis,0.36,0.00,0.00,0.00,Hctr,0.00,,,,,,
Black Britch (Split E),#5970,0.36,Topped,17/05/2017,Events/Actions,Arable Physical Actions,Topped,,Sean Lewis,0.36,0.00,0.00,0.00,Hctr,0.00,,,,,,
Marlpit Leasow (split D),#5980,0.41,Topped,17/05/2017,Events/Actions,Arable Physical Actions,Topped,,Sean Lewis,0.41,0.00,0.00,0.00,Hctr,0.00,,,,,,
Birds Nest (Split C),#6569,0.27,Topped,17/05/2017,Events/Actions,Arable Physical Actions,Topped,,Sean Lewis,0.27,0.00,0.00,0.00,Hctr,0.00,,,,,,
Birds Nest (Split D),#6570,0.29,Topped,17/05/2017,Events/Actions,Arable Physical Actions,Topped,,Sean Lewis,0.29,0.00,0.00,0.00,Hctr,0.00,,,,,,
Birds Nest (split E),#6571,0.27,Topped,17/05/2017,Events/Actions,Arable Physical Actions,Topped,,Sean Lewis,0.27,0.00,0.00,0.00,Hctr,0.00,,,,,,
Lower New Works Steeraway,SJ6550,4.11,Osiris P epoxiconazole metconazole,18/05/2017,Chemicals,Fungicides,Osiris P epoxiconazole metconazole,,Sean Lewis,4.11,0.75,19.05,3.08,Litres,78.31,,Clear,0.2,15:18,16:24,69
Upper New Works Steeraway,SJ6600,13.99,Osiris P epoxiconazole metconazole,18/05/2017,Chemicals,Fungicides,Osiris P epoxiconazole metconazole,,Sean Lewis,13.99,0.75,19.05,10.49,Litres,266.52,,Clear,0.2,15:18,16:24,69
Lower New Works Steeraway,SJ6550,4.11,Headland Manganese Super 80,18/05/2017,Chemicals,Chemicals,Headland Manganese Super 80,,Sean Lewis,4.11,2.21,5.08,9.08,Litres,20.89,,Clear,0.2,15:18,16:24,69
Upper New Works Steeraway,SJ6600,13.99,Headland Manganese Super 80,18/05/2017,Chemicals,Chemicals,Headland Manganese Super 80,,Sean Lewis,13.99,2.21,5.08,30.92,Litres,71.11,,Clear,0.2,15:18,16:24,69
Lower New Works Steeraway,SJ6550,4.11,Bugle fluxapyroxad,18/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,4.11,1.11,25.14,4.54,Litres,103.33,,Clear,0.2,15:18,16:24,69
Upper New Works Steeraway,SJ6600,13.99,Bugle fluxapyroxad,18/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,13.99,1.11,25.14,15.46,Litres,351.69,,Clear,0.2,15:18,16:24,69
Swans Leasow (Pt A),#6001,6.97,Venzar Flo lenacil,18/05/2017,Chemicals,Herbicide,Venzar Flo lenacil,,Sean Lewis,4.05,0.40,6.92,1.62,Litres,28.03,,Clear,0.2,11:00,11:44,18
Swans Leasow (Pt A),#6001,6.97,Betasana Trio SC desmediphan+phenmedipham+ethofume,18/05/2017,Chemicals,Herbicide,Betasana Trio SC desmediphan+phenmedipham+ethofume,,Sean Lewis,4.05,1.20,19.20,4.86,Litres,77.76,,Clear,0.2,11:00,11:44,18
Large Marsh (Part B),#3477,3.12,Spray,18/05/2017,Events/Actions,Arable Physical Actions,Spray,,Sean Lewis,3.12,1.00,0.00,3.12,Hctr,0.00,,,,,,
Large Marsh (Part B),#3477,3.12,Justice proquinazid,18/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,3.12,0.13,8.75,0.39,Litres,27.30,,Clear,0.2,09:39,10:00,31
Large Marsh (Part B),#3477,3.12,Jubilee Sx metsulfuron-methyl,18/05/2017,Chemicals,Herbicide,Jubilee Sx metsulfuron-methyl,,Sean Lewis,3.12,30.00,15.15,93.60,Gms,47.27,,Clear,0.2,09:39,10:00,31
Large Marsh (Part B),#3477,3.12,Belcocel 700 chlormequat,18/05/2017,Chemicals,Growth Regulators,Belcocel 700 chlormequat,,Sean Lewis,3.12,0.32,0.46,1.00,Litres,1.45,,Clear,0.2,09:39,10:00,31
Large Marsh (Part B),#3477,3.12,Axial pinoxaden,18/05/2017,Chemicals,Herbicide,Axial pinoxaden,,Sean Lewis,3.12,0.30,23.40,0.94,Litres,73.01,,Clear,0.2,09:39,10:00,31
Large Marsh (Part B),#3477,3.12,"Adigor ",18/05/2017,Chemicals,Adjuvant,"Adigor ",,Sean Lewis,3.12,1.00,4.40,3.12,Litres,13.73,,Clear,0.2,09:39,10:00,31
Large Marsh (Part B),#3477,3.12,Stabilan 750 chlormequat,18/05/2017,Chemicals,Growth Regulators,Stabilan 750 chlormequat,,Sean Lewis,3.12,0.48,0.84,1.50,Litres,2.63,,Clear,0.2,09:39,10:00,31
Large Marsh (Part B),#3477,3.12,Hurler fluroxypyr,18/05/2017,Chemicals,Herbicide,Hurler fluroxypyr,,Sean Lewis,3.12,0.50,3.00,1.56,Litres,9.36,,Clear,0.2,09:39,10:00,31
Back Lane,SJ6720 6806,4.06,Opus epoxiconazole,19/05/2017,Chemicals,Fungicides,Opus epoxiconazole,,Sean Lewis,4.06,1.03,24.30,4.19,Litres,98.66,,Clear,0.2,09:00,10:30,61
Back Lane,SJ6720 6806,4.06,Phase II,19/05/2017,Chemicals,Adjuvant,Phase II,,Sean Lewis,4.06,1.00,2.80,4.06,Litres,11.37,,Clear,0.2,09:00,10:30,39
Teal Pit,SJ6719 7888,5.57,Phase II,19/05/2017,Chemicals,Adjuvant,Phase II,,Sean Lewis,5.57,1.00,2.80,5.57,Litres,15.60,,Clear,0.2,09:00,10:30,39
Back Lane,SJ6720 6806,4.06,Topik clodinafop-propargyl,19/05/2017,Chemicals,Herbicide,Topik clodinafop-propargyl,,Sean Lewis,4.06,0.13,17.71,0.51,Litres,71.90,,Clear,0.2,09:00,10:30,39
Teal Pit,SJ6719 7888,5.57,Topik clodinafop-propargyl,19/05/2017,Chemicals,Herbicide,Topik clodinafop-propargyl,,Sean Lewis,5.57,0.12,17.69,0.70,Litres,98.51,,Clear,0.2,09:00,10:30,39
Back Lane,SJ6720 6806,4.06,Justice proquinazid,19/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,4.06,0.12,8.40,0.49,Litres,34.09,,Clear,0.2,09:00,10:30,61
Teal Pit,SJ6719 7888,5.57,Justice proquinazid,19/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,5.57,0.12,8.39,0.67,Litres,46.76,,Clear,0.2,09:00,10:30,61
Teal Pit,SJ6719 7888,5.57,Opus Team epoxiconazole+fenpropimorph,19/05/2017,Chemicals,Fungicides,Opus Team epoxiconazole+fenpropimorph,,Sean Lewis,5.57,1.03,21.65,5.74,Litres,120.60,,Clear,0.2,09:00,10:30,61
Back Lane,SJ6720 6806,4.06,Bugle fluxapyroxad,19/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,4.06,1.13,25.60,4.57,Litres,103.92,,Clear,0.2,09:00,10:30,61
Teal Pit,SJ6719 7888,5.57,Bugle fluxapyroxad,19/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,5.57,1.12,25.59,6.27,Litres,142.55,,Clear,0.2,09:00,10:30,61
Upperwood Leasow (Split A),#5971,6.07,Justice proquinazid,19/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,6.07,0.12,8.40,0.73,Litres,50.96,,Clear,0.2,08:57,15:55,61
Upperwood Leasow (Split A),#5971,6.07,Opus Team epoxiconazole+fenpropimorph,19/05/2017,Chemicals,Fungicides,Opus Team epoxiconazole+fenpropimorph,,Sean Lewis,6.07,1.03,21.65,6.26,Litres,131.42,,Clear,0.2,08:57,15:55,61
Upperwood Leasow (Split A),#5971,6.07,Bugle fluxapyroxad,19/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,6.07,1.13,25.59,6.83,Litres,155.36,,Clear,0.2,08:57,15:55,61
Black Britch (Split A),#5966,6.65,Opus epoxiconazole,19/05/2017,Chemicals,Fungicides,Opus epoxiconazole,,Sean Lewis,6.65,1.03,24.30,6.86,Litres,161.60,,Clear,0.2,08:57,15:55,61
Black Britch (Split A),#5966,6.65,Justice proquinazid,19/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,6.65,0.12,8.40,0.80,Litres,55.86,,Clear,0.2,08:57,15:55,61
Black Britch (Split A),#5966,6.65,Bugle fluxapyroxad,19/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,6.65,1.12,25.59,7.48,Litres,170.19,,Clear,0.2,08:57,15:55,61
Far Broad Meadow (Part A),#1608,5.84,Justice proquinazid,19/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,5.84,0.12,8.40,0.70,Litres,49.07,,Clear,0.2,09:00,10:30,61
Far Broad Meadow (Part A),#1608,5.84,Opus Team epoxiconazole+fenpropimorph,19/05/2017,Chemicals,Fungicides,Opus Team epoxiconazole+fenpropimorph,,Sean Lewis,5.84,1.03,21.65,6.02,Litres,126.44,,Clear,0.2,09:00,10:30,61
Far Broad Meadow (Part A),#1608,5.84,Bugle fluxapyroxad,19/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,5.84,1.13,25.59,6.57,Litres,149.47,,Clear,0.2,09:00,10:30,61
"Bayley Hills N (A) ",#1978,19.12,Opus epoxiconazole,19/05/2017,Chemicals,Fungicides,Opus epoxiconazole,,Sean Lewis,19.12,1.03,24.30,19.71,Litres,464.64,,Clear,0.2,09:00,10:30,61
"Bayley Hills N (A) ",#1978,19.12,Justice proquinazid,19/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,19.12,0.12,8.40,2.29,Litres,160.58,,Clear,0.2,09:00,10:30,61
"Bayley Hills N (A) ",#1978,19.12,Bugle fluxapyroxad,19/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,19.12,1.13,25.59,21.51,Litres,489.35,,Clear,0.2,09:00,10:30,61
Adney Brookside (Split A),#5956,3.9,Opus epoxiconazole,19/05/2017,Chemicals,Fungicides,Opus epoxiconazole,,Sean Lewis,3.73,1.03,24.30,3.85,Litres,90.65,,Clear,0.2,09:00,10:30,61
Adney Brookside (Split A),#5956,3.9,Justice proquinazid,19/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,3.73,0.12,8.41,0.45,Litres,31.36,,Clear,0.2,09:00,10:30,61
Adney Brookside (Split A),#5956,3.9,Bugle fluxapyroxad,19/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,3.73,1.12,25.59,4.20,Litres,95.46,,Clear,0.2,09:00,10:30,61
Large Marsh (Part A),#3476,4.67,Justice proquinazid,19/05/2017,Chemicals,Fungicides,Justice proquinazid,,Sean Lewis,4.67,0.12,8.39,0.56,Litres,39.20,,Clear,0.2,09:00,10:30,61
Large Marsh (Part A),#3476,4.67,Opus Team epoxiconazole+fenpropimorph,19/05/2017,Chemicals,Fungicides,Opus Team epoxiconazole+fenpropimorph,,Sean Lewis,4.67,1.03,21.65,4.82,Litres,101.12,,Clear,0.2,09:00,10:30,61
Large Marsh (Part A),#3476,4.67,Bugle fluxapyroxad,19/05/2017,Chemicals,Fungicides,Bugle fluxapyroxad,,Sean Lewis,4.67,1.13,25.60,5.25,Litres,119.53,,Clear,0.2,09:00,10:30,61
Hall Field,SJ2,8.18,DAP 18.46.0 del April 15,27/05/2017,Fertilizers,Fertilizers,DAP 18.46.0 del April 15,,Chris Ruffley,8.18,145.00,58.72,1186.10,Kgs,480.37,,,,,,
Hall Field,SJ2,8.18,Activate (Mesurol),27/05/2017,Seeds,Maize,Activate (Mesurol),,Chris Ruffley,8.18,2.07,155.25,16.93,Pack,1269.98,,,,,,
Fernhill Pit,SJ76237 22844,16.16,Muriate of Potash (del June 2016),30/05/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,16.16,292.00,66.58,4718.72,Kgs,1075.87,,,,,,
Fernill Bridge,SJ75695 22407,5.6,Muriate of Potash (del June 2016),30/05/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,5.60,292.00,66.58,1635.20,Kgs,372.83,,,,,,
Fernhill Pit,SJ76237 22844,16.16,Yara prilled 34.5%N del May 2017,30/05/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,16.16,319.00,56.46,5155.04,Kgs,912.44,,,,,,
Fernill Bridge,SJ75695 22407,5.6,Yara prilled 34.5%N del May 2017,30/05/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,5.60,319.00,56.46,1786.40,Kgs,316.19,,,,,,
Swans Leasow (Pt A),#6001,6.97,Yara prilled 34.5%N del May 2017,30/05/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,4.05,202.00,35.75,818.10,Kgs,144.80,,,,,,
Large Marsh (Part B),#3477,3.12,Fertiliser,30/05/2017,Events/Actions,Arable Physical Actions,Fertiliser,,Sean Lewis,3.12,1.00,0.00,3.12,Hctr,0.00,,,,,,
Large Marsh (Part B),#3477,3.12,Yara prilled 34.5%N del May 2017,30/05/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,3.12,260.00,47.32,811.20,Kgs,147.64,,,,,,
Hinks,SJ7016 5869,1.93,Muriate of Potash (del June 2016),31/05/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,2.39,102.00,23.26,243.78,Kgs,55.58,,,,,,
Hall Field,SJ2,8.18,Yara prilled 34.5%N del May 2017,31/05/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,8.18,232.00,41.06,1897.76,Kgs,335.90,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Muriate of Potash (del June 2016),31/05/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,6.50,155.00,35.34,1007.50,Kgs,229.71,,,,,,
"Longwithy Field (Part A) ",#2137,6.5,Yara prilled 34.5%N del May 2017,31/05/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,6.50,296.00,52.39,1924.00,Kgs,340.55,,,,,,
Near Cot Leasow (Part A),#5999,4.79,Muriate of Potash (del June 2016),31/05/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,4.79,155.00,35.34,742.45,Kgs,169.28,,,,,,
Near Cot Leasow (Part A),#5999,4.79,Yara prilled 34.5%N del May 2017,31/05/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,4.79,151.00,26.73,723.29,Kgs,128.02,,,,,,
Common Field,SJ7121 1540,3.28,Muriate of Potash (del June 2016),01/06/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,3.28,110.00,25.08,360.80,Kgs,82.26,,,,,,
Thomases,SJ1,7.64,Muriate of Potash (del June 2016),01/06/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,7.64,110.00,25.08,840.40,Kgs,191.61,,,,,,
Hinks,SJ7016 5869,1.93,Yara prilled 34.5%N del May 2017,01/06/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,2.39,290.00,51.33,693.10,Kgs,122.68,,,,,,
Large Pitt,SJ7119 9756,3.91,Yara prilled 34.5%N del May 2017,01/06/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,3.91,310.00,54.87,1212.10,Kgs,214.54,,,,,,
Crabtree Leasow (A),#4084,6.96,Muriate of Potash (del June 2016),01/06/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,9.54,110.00,25.08,1049.40,Kgs,239.26,,,,,,
Crabtree Leasow (B),#4085,0.8,Muriate of Potash (del June 2016),01/06/2017,Fertilizers,Fertilizers,Muriate of Potash (del June 2016),,Sean Lewis,0.80,110.00,25.07,88.00,Kgs,20.06,,,,,,
Buttery Hill (A),#8502,10.92,Yara prilled 34.5%N del May 2017,01/06/2017,Fertilizers,Nitrogens,Yara prilled 34.5%N del May 2017,,Sean Lewis,10.92,220.00,38.94,2402.40,Kgs,425.22,,,,,,
Cottage Field,SJ7120 0921,2.96,Thistlex clopyralid + triclopyr,02/06/2017,Chemicals,Herbicide,Thistlex clopyralid + triclopyr,,Sean Lewis,2.96,1.00,16.33,2.96,Litres,48.34,,Cloudy,Calm,15:08,15:19,
Swans Leasow (Pt A),#6001,6.97,Hallmark Zeon lambda-cyhaloth,02/06/2017,Chemicals,Insecticides,Hallmark Zeon lambda-cyhaloth,,Sean Lewis,4.05,0.08,5.18,0.30,Litres,20.97,,Cloudy,Calm,13:44,14:00,
Swans Leasow (Pt A),#6001,6.97,Falcon propaquizafop,02/06/2017,Chemicals,Herbicide,Falcon propaquizafop,,Sean Lewis,0.50,1.50,25.50,0.75,Litres,12.75,,Cloudy,Calm,14:30,14:40,
